Text,Product_Start,Product_End,Price_Start,Price_End,Promotion_Start,Promotion_End,Marketplace_Start,Marketplace_End,,,,
Ada yang pernah coba sushi roll seharga 100 ribu di restoran Y? Worth it gak sih?,21,25,40,47,,,,,,,,
Twitter fam worth it gak sih beli pizza hut personal size seharga 70 ribu di Domino ?,34,38,66,72,,,0,6,,,,
"Warga twitter, nanya dong, worth it gak sih beli ayam KFC packet 150.000 ? ",49,52,65,71,,,6,12,,,,
"Guys, pendapat kalian dong, worth it gak sih beli ramen special seharga 80 ribu setelah diskon 30% di ramen ya? pengen pesen shoppee food",50,54,72,78,95,97,125,131,,,,
"Ey, mau tanya sobat twitter, worth it gak sih beli es krim premium Haagen-Dazs Belgian Chocolate Ice Cream seharga 140.000? ",51,57,115,121,,,20,26,,,,
"Sist di twitter, ada yang pernah makan breakfast seharga 60 ribu setelah diskon 10% di Sisterfields? Worth it gak buat sarapan?",39,47,57,63,,,8,14,,,,
"Brosis, worth it gak sih beli nasi goreng spesial seharga 25 ribu setelah diskon 20% di warung gorilla?",30,40,58,64,81,83,,,,,,
"Mau dong pendapat kalian, apakah worth it beli bakso urat seharga 35 ribu setelah diskon 20% di warung boedjangan?",47,52,66,72,89,91,,,,,,
"Guys, worth it gak sih beli martabak manis seharga 50 ribu di Martabak Pecenongan?",28,35,51,57,,,,,,,,
Gaes yang di twitter ada yang udah coba beli roti coklat di indomaret 10.000? apakah enak ?,45,48,70,75,,,13,19,,,,
"Brosis, worth it gak sih beli mie gacoan worth it atau ga ? pengen coba beli di shoppee food",30,32,,,,,80,86,,,,
"Ey, mau dong pendapat. Worth it gak sih beli sate ayam pak rusli seharga 30 ribu setelah diskon 20% gofood worth it atau ga ?",45,48,73,79,,,100,105,,,,
Ada yang pernah makan ramen di gading belum ? Pengen coba pesen di gofood,22,26,,,,,67,72,,,,
Sudah ada yang pernah coba bubur manado yg di dekat PT Hasjrat Abadi di Jalan Diponegoro? Pengen pesen di gofood ,27,31,,,,,106,111,,,,
"Mau dong pendapat kalian, apakah worth it beli keyboard mechanical maxfit87 mk856 seharga 550 ribu setelah diskon 10% di tokopedia?",47,54,90,97,114,116,121,129,,,,
Ada yang pernah pakai mouse gaming logitech seharga 200 ribu setelah diskon 10% di tokopedia? Worth it gak sih?,22,26,52,59,,,83,91,,,,
"Brosis, worth it gak sih beli headset gaming HyperX seharga 1.300.000 ribu setelah diskon 10% di Tokopedia?",30,36,60,68,90,92,97,105,,,,
"Sist, nanya dong, worth it gak sih beli monitor Zowie seharga 6.500.000  setelah diskon 15% di tokopedia?",40,46,62,70,88,90,95,103,,,,
"Guys yang di twitter, pendapat kalian dong, worth it gak sih beli mousepad Artisan seharga 1.250.000 setelah diskon 25%?",66,73,91,99,,,13,19,,,,
"Ey, mau tanya, worth it gak sih beli gaming chair IKEA seharga 1 juta di online shop kayak tokopedia?",37,48,63,68,,,91,99,,,,
"Twitter fam, ada yang pernah pakai soundbar Lenovo seharga 700 ribu setelah diskon 10%? Worth it gak sih buat pengalaman audio?",35,42,59,66,83,85,0,6,,,,
"Brosis, worth it gak sih beli SSD seharga 600 ribu setelah diskon 20% di Tokopedia?",30,32,42,49,66,68,73,81,,,,
"Mau dong pendapat kalian sobat twitter, apakah worth it beli RAM DDR4 seharga 1 juta sekarang ?",61,63,78,83,,,31,37,,,,
"Guys, worth it gak sih beli power supply modular seharga 800 ribu di Tokopedia?",28,39,57,64,,,69,77,,,,
"Brosis twitter, ada yang udah coba beli CPU cooler merek ROG seharga 5 juta ?Worth it gak sih buat menjaga suhu prosesor?",40,49,69,74,,,7,13,,,,
"Brosis twitter, worth it gak sih beli graphics card bekas seharga 3 juta setelah diskon 15%?",38,50,66,71,88,90,7,13,,,,
"Ey, mau dong pendapat. Worth it gak sih beli Wi-Fi router seharga 200 ribu setelah diskon 20% di Tokopedia?",51,56,66,73,90,92,97,105,,,,
"Sist, ada yang pernah pakai gaming headset stand seharga 150 ribu? Habis liat di twitter kayaknya worth",35,41,57,64,,,81,87,,,,
"Brosis, worth it gak sih beli motherboard Intel LGA 1150 seharga 600 ribu setelah diskon 10% di Tokopedia?",30,40,65,72,89,91,96,104,,,,
"Mau dong pendapat kalian, apakah worth it beli set pisau dapur seharga 200 ribu setelah diskon 10% di shoppee?",51,55,71,78,95,97,102,108,,,,
Ada yang pernah pakai blender Cosmos seharga 500 ribu setelah diskon 10% sobat twitter?  Worth it gak sih?,22,28,45,52,69,71,79,85,,,,
"Brosis, worth it gak sih beli panci anti lengket seharga 300 ribu kawan twitter ?",30,34,57,64,,,72,78,,,,
"Sist yang ada di twitter, nanya dong, worth it gak sih beli rice cooker merek Oxone seharga 1 juta setelah diskon 30%?",60,70,92,97,114,116,17,23,,,,
"Guys, pendapat kalian dong, worth it gak sih beli set perkakas masak seharga 150 ribu di tokopedia ?",54,61,77,84,,,89,97,,,,
"Ey, mau tanya, worth it gak sih beli microwave seharga 800 ribu setelah diskon 15% di Tokopedia ?",37,45,55,62,79,81,86,94,,,,
"Sist, ada yang pernah pakai blender portable Deerma seharga 300 ribu setelah diskon 15% di Tokopedia? Worth it gak sih buat smoothie?",28,34,60,67,84,86,91,99,,,,
"Brosis, worth it gak sih beli teko listrik seharga 200 ribu di Tokopedia?",30,33,51,58,,,63,71,,,,
"Mau dong pendapat kalian, apakah worth it beli mixer handheld seharga 400 ribu di Tokopedia?",47,51,70,77,,,82,90,,,,
"Guys, worth it gak sih beli set wajan teflon seharga 300 ribu di Tokopedia?",38,43,53,60,,,65,73,,,,
"Sist, ada yang udah coba beli coffeemaker seharga 600 ribu di Tokopedia?",30,40,50,57,,,62,70,,,,
"Brosis, worth it gak sih beli blender personal merek Cosmos seharga 250 ribu setelah diskon 15% di Tokopedia?",30,36,68,75,92,94,99,107,,,,
"Ey, mau dong pendapat. Worth it gak sih beli slow cooker merek Koala seharga 1juta  di Tokopedia ?",45,55,77,81,,,87,95,,,,
"Sist, ada yang pernah pakai toaster Samono seharga 150 ribu setelah diskon 10% di Tokopedia? Worth it gak sih buat roti panggang?",28,34,51,58,75,77,82,90,,,,
"Brosis, worth it gak sih beli set talenan plastik seharga 100 ribu? Liat di facebook marketplace ada yang segituan",34,40,58,65,,,76,83,,,,
Baru saja beli tas ransel gramedia seharga 300 ribu setelah diskon 20% di facebook ,15,17,43,50,67,69,74,81,,,,
Kemarin beli pena rollerball Jenniferdz seharga 60 ribu di facebook,13,16,48,54,,,59,66,,,,
Akhirnya punya buku catatan kampus seharga 1 pak 50 ribu sehabis di recommend dari facebook,15,18,49,55,,,83,90,,,,
Saya baru saja membeli pensil mekanik merek Castle seharga 10 ribu di Shoppee,23,28,59,65,,,70,76,,,,
"Tadi beli tas selempang Kedidaishu  seharga 150 ribu setelah diskon 25% di Shoppee, cocok untuk kerja",10,12,44,51,68,70,75,81,,,,
Baru beli penggaris plastik merek Castle seharga 15 ribu di Shoppee,10,18,49,55,,,60,66,,,,
Saya beli spidol warna merek Snowman seharga 30 ribu setelah diskon 20%. di Shoppee,10,15,45,51,68,70,76,82,,,,
Apa worth membeli map kertas yang seharga 8 ribu di Shoppee ?,18,20,42,47,,,52,58,,,,
Akhirnya punya highlighter merek Stabilo seharga 15 ribu setelah diskon 5% di shoppee,15,25,49,55,72,73,78,84,,,,
Baru saja membeli tipe-x merek Joyko seharga 7 ribu di Shoppee,18,23,45,50,,,55,61,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
Ada Buku diskon 20% seharga 100 ribu,4,7,28,35,16,18,,,,,,
"Apakah buku seharga Rp100,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Tokopedia?",7,10,20,28,75,77,89,97,,,,
"Apakah handphone seharga Rp5,000,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko Shopee?",7,15,25,35,82,84,96,101,,,,
"Apakah HP seharga Rp8,000,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Metro?",7,8,18,28,75,77,89,93,,,,
"Apakah GPU seharga Rp4,000,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Carefour?",7,9,19,29,76,78,90,97,,,,
"Apakah laptop seharga Rp10,000,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko Tokopedia?",7,12,22,33,80,82,94,102,,,,
"Apakah komputer seharga Rp12,000,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Metro?",7,14,24,35,82,84,96,100,,,,
"Apakah lipstick seharga Rp150,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Carefour?",7,14,24,32,79,81,93,100,,,,
"Apakah parfum seharga Rp500,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko Shopee?",7,12,22,30,77,79,91,96,,,,
"Apakah baju seharga Rp300,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Tokopedia?",7,10,20,28,75,77,89,97,,,,
"Apakah celana seharga Rp400,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Shopee?",7,12,22,30,77,79,91,96,,,,
"Apakah buku seharga Rp200,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko Metro?",7,10,20,28,75,77,89,93,,,,
"Apakah handphone seharga Rp600,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Tokopedia?",7,15,25,33,80,82,94,102,,,,
"Apakah HP seharga Rp1,000,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Shopee?",7,8,18,28,75,77,89,94,,,,
"Apakah GPU seharga Rp3,000,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Metro?",7,9,19,29,76,78,90,94,,,,
"Apakah laptop seharga Rp8,000,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko Carefour?",7,12,22,32,79,81,93,100,,,,
"Apakah komputer seharga Rp12,000,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Tokopedia?",7,14,24,35,82,84,96,104,,,,
"Apakah lipstick seharga Rp100,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Metro?",7,14,24,32,79,81,93,97,,,,
"Apakah parfum seharga Rp600,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko Shopee?",7,12,22,30,77,79,91,96,,,,
"Apakah baju seharga Rp250,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Tokopedia?",7,10,20,28,75,77,89,97,,,,
"Apakah celana seharga Rp350,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Shopee?",7,12,22,30,77,79,91,96,,,,
"Apakah buku seharga Rp150,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Carefour?",7,10,20,28,75,77,89,96,,,,
"Apakah handphone seharga Rp800,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko Tokopedia?",7,15,25,33,80,82,94,102,,,,
"Apakah HP seharga Rp10,000,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Metro?",7,8,18,29,76,78,90,94,,,,
"Apakah GPU seharga Rp4,500,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Carefour?",7,9,19,29,76,78,90,97,,,,
"Apakah laptop seharga Rp9,000,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko Tokopedia?",7,12,22,32,79,81,93,101,,,,
"Apakah komputer seharga Rp11,000,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Metro?",7,14,24,35,82,84,96,100,,,,
"Apakah lipstick seharga Rp200,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Carefour?",7,14,24,32,79,81,93,100,,,,
"Apakah parfum seharga Rp450,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko Shopee?",7,12,22,30,77,79,91,96,,,,
"Apakah baju seharga Rp380,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Tokopedia?",7,10,20,28,75,77,89,97,,,,
"Apakah celana seharga Rp150,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko Metro?",7,12,22,30,77,79,91,95,,,,
"Apakah buku seharga Rp580,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Tokopedia?",7,10,20,28,75,77,89,97,,,,
"Apakah handphone seharga Rp680,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Shopee?",7,15,25,33,80,82,94,99,,,,
"Apakah HP seharga Rp320,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Metro?",7,8,18,26,73,75,87,91,,,,
"Apakah GPU seharga Rp180,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Carefour?",7,9,19,27,74,76,88,95,,,,
"Apakah laptop seharga Rp8,000,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko Tokopedia?",7,12,22,32,79,81,93,101,,,,
"Apakah komputer seharga Rp9,500,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Metro?",7,14,24,34,81,83,95,99,,,,
"Apakah lipstick seharga Rp90,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko Carefour?",7,14,24,31,78,80,92,99,,,,
"Apakah parfum seharga Rp420,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko Shopee?",7,12,22,30,77,79,91,96,,,,
"Apakah baju seharga Rp150,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko Tokopedia?",7,10,20,28,75,77,89,97,,,,
"Apakah celana seharga Rp220,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko Shopee?",7,12,22,30,77,79,91,96,,,,
"Apakah sebaiknya membeli buku dengan harga Rp50,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",25,28,43,50,83,85,90,98,,,,
"Apakah HandPhone dengan harga Rp5,000,000 sebaiknya dibeli dengan diskon 15% di Shopee?",7,15,30,40,73,75,80,85,,,,
"Apakah GPU dijual dengan harga Rp8,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp10,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp12,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp100,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,44,77,78,83,88,,,,
"Apakah Parfum dengan harga Rp500,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp200,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp150,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp2,000,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp6,000,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,500,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp45,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp4,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp7,500,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp9,500,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,37,70,72,77,84,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp11,500,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp95,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp475,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp190,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp140,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,900,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,700,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,300,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp60,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp6,000,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,500,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp12,500,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp14,500,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp80,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp400,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp160,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp120,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,600,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp4,800,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp2,800,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp65,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp6,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp10,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,42,75,77,82,86,,,,
"Apakah Laptop dengan harga Rp12,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp14,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp75,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp375,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp115,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,500,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp4,500,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp2,600,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp70,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp7,000,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp10,500,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,42,75,77,82,86,,,,
"Apakah Laptop dengan harga Rp13,500,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp15,500,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp85,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp425,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp170,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp130,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,300,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp3,900,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp2,200,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp75,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp7,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp11,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,42,75,77,82,86,,,,
"Apakah Laptop dengan harga Rp14,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp16,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
