Text,Product_Name,Product_Start,Product_End,Price_Name,Price_Start,Price_End,Promotion_Type,Promotion_Start,Promotion_End,Marketplace_Name,Marketplace_Start,Marketplace_End
Lucuu ada sabun jerawat di tokped 130ribu pengen beli tapi uang sekaratt,sabun,10,14,130ribu,34,40,,,,tokped,27,32
Sabun pyary nalpamara original itu bagus ga yaa? 22ribuan diaa,sabun,0,4,22ribuan,49,56,,,,,,
"Eh ada sabun asepso promo dari 32ribu jadi 28 ribu, diskon 15%, gue beli ga ya tapi tokped",sabun,7,11,28 ribu,43,49,diskon 15%,52,61,tokped,84,89
"guys sabun sensatia botanicals lagi diskon 25% tuh jadi 180ribu, gas beli",sabun,5,9,180ribu,56,62,diskon 25%,36,45,,,
"wow parfum armaf club de nuit lg diskon dari 2.5 juta diskon jadi sejuta doang, 57% diskon!",parfum,4,9,2.5 juta,45,52,diskon jadi sejuta doang,54,77,,,
HMNS perfume yg 100 ml worth it gak kalau 320.000,perfume,5,11,320.000,42,48,,,,,,
Parfum kahf itu yang warna biru oke ga? lagi diskon 3 persen,parfum,0,5,,,,diskon 3 persen,45,59,,,
Mau beli project 1945 yang parfum the great batavia itu tpi mahal bgt 275000,parfum,27,32,275000,70,75,,,,,,
sari ayu tanjung body perfume itu enak ga? yang 29ribu,perfume,22,28,29ribu,48,53,,,,,,
zwitsal punya perfume eau de toilette di tokopedia wkwkkw lucu,perfume,14,20,,,,,,,tokopedia,41,49
bjorka perfume lg promo beli 10 dapet 3 dengan harga 39900,perfume,7,13,39900,53,57,beli 10 dapet 3,24,38,,,
mending beli parfum bermerek tapi 2jutaan atau yang biasa aja ya?,parfum,13,18,2jutaan,34,40,,,,,,
parfum thailand 35 ml cuma 5ribu di tokopedia cuan ga?,parfum,0,5,5ribu,27,31,,,,tokopedia,36,44
parfum onix gratitude dengan harga 197rb enak ,parfum,0,5,197rb,35,39,,,,,,
"Akhir bulan gini tiba tiba pengen ganti mobil tapi di rekening sisa 71rb ke mana ya, sederhana saja :)",mobil,40,44,71rb,68,71,,,,,,
Aku ingin membeli sepatu olahraga Nike Air Max. Harganya sekitar 1.000.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,sepatu,18,23,1.000.000,65,73,diskon sebesar 20%,115,132,Tokopedia,85,93
Saya sedang mencari laptop Asus ROG. Harganya sekitar 15.000.000 rupiah di Shopee setelah mendapatkan diskon sebesar 10%.,laptop,20,25,15.000.000,54,63,diskon sebesar,102,115,Shopee,75,80
Teman saya ingin membeli ponsel Samsung Galaxy S21. Harganya sekitar 10.000.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,ponsel,25,30,10.000.000,69,78,diskon sebesar 15%,114,131,mal,90,92
Aku berencana membeli baju di Tokopedia. Harganya sekitar 500.000 rupiah setelah mendapatkan diskon sebesar 30%.,baju,22,25,500,58,60,diskon sebesar 30%,93,110,Tokopedia,30,38
Saya ingin membeli laptop Dell XPS 13. Harganya sekitar 20.000.000 rupiah di Shopee setelah mendapatkan diskon sebesar 5%.,laptop,19,24,20.000.000,56,65,diskon sebesar 5%,104,120,Shopee,77,82
Aku mencari blender merk Philips. Harganya sekitar 700.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,blender,12,18,700.000,51,57,diskon sebesar 25%,93,110,mal,69,71
Saya ingin membeli beras di supermarket. Harganya sekitar 50.000 rupiah per kilogram setelah mendapatkan diskon sebesar 10%.,beras,19,23,50.000,58,63,diskon sebesar 10%,105,122,supermarket,28,38
Teman saya tertarik membeli televisi Samsung 55 inci. Harganya sekitar 8.000.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,televisi,28,35,8.000.000,71,79,diskon sebesar 15%,118,135,shopee,91,96
Aku ingin membeli headset wireless Sony WH0000XM4. Harganya sekitar 3.000.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,headset,18,24,3.000.000,68,76,diskon sebesar 20%,118,135,Tokopedia,88,96
Saya mencari printer Canon Pixma. Harganya sekitar 1.500.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,printer,13,19,1.500.000,51,59,diskon sebesar 10%,95,112,mal,71,73
Aku ingin membeli baju kaos polos. Harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,baju,18,21,100.000,52,58,diskon sebesar 20%,94,111,mal,70,72
Saya sedang mencari koper ukuran besar. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,koper,20,24,500.000,57,63,diskon sebesar 10%,105,122,tokopedia,75,83
Teman saya ingin membeli sepatu boots. Harganya sekitar 400.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,sepatu,25,30,400.000,56,62,diskon sebesar 15%,101,118,shopee,74,79
Aku berencana membeli baju gamis untuk Lebaran. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,baju,22,25,300.000,65,71,diskon sebesar 25%,107,124,mal,83,85
Saya ingin membeli tas ransel dengan banyak kantong. Harganya sekitar 200.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 30%.,tas ransel,19,28,200.000,70,76,,,,tokopedia,88,96
Aku mencari sepatu sneakers merk Adidas. Harganya sekitar 800.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,sepatu,12,17,800.000,58,64,diskon sebesar 10%,100,117,mal,76,78
Saya ingin membeli mainan anak-anak di supermarket. Harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 15%.,mainan,19,24,50.000,69,74,diskon sebesar 15%,103,120,supermarket,39,49
Teman saya tertarik membeli baju renang. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,baju,28,31,150.000,58,64,diskon sebesar 20%,103,120,shopee,76,81
Aku ingin membeli perlengkapan olahraga seperti matras yoga. Harganya sekitar 250.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,matras ,48,54,250.000,78,84,diskon sebesar 10%,126,143,tokopedia,96,104
Saya mencari sepatu sandal jepit merek Havaianas. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,sepatu,13,18,300.000,67,73,diskon sebesar 20%,109,126,mal,85,87
Aku ingin membeli buku novel terbaru. Harganya sekitar 150.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 5%.,buku,18,21,150.000,55,61,diskon sebesar 5%,103,119,tokopedia,73,81
Saya sedang mencari alat tulis seperti pensil warna. Harganya sekitar 20.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,alat tulis,20,29,20.000,70,75,diskon sebesar 10%,119,136,supermarket,87,97
Teman saya ingin membeli baju tidur yang nyaman. Harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,baju,25,28,100.000,66,72,diskon sebesar 15%,108,125,mal,84,86
Aku berencana membeli kacamata hitam. Harganya sekitar 80.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,kacamata,22,29,80.000,55,60,diskon sebesar 20%,99,116,shopee,72,77
Saya ingin membeli buku di supermarket. Harganya sekitar 500.000 rupiah setelah mendapatkan diskon sebesar 5%.,buku,19,22,500.000,57,63,diskon sebesar 5%,92,108,supermarket,27,37
Teman saya tertarik membeli baju kemeja. Harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,baju,28,31,200.000,58,64,diskon sebesar 10%,100,117,mal,76,78
Aku ingin membeli baju renang untuk anak-anak. Harganya sekitar 80.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,baju,18,21,80.000,64,69,diskon sebesar 15%,108,125,shopee,81,86
Saya sedang mencari tas selempang yang praktis. Harganya sekitar 150.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,tas selempang,20,32,150.000,65,71,diskon sebesar 20%,113,130,tokopedia,83,91
Aku berencana membeli pakaian dalam. Harganya sekitar 30.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,pakaian,22,28,30.000,54,59,diskon sebesar 25%,95,112,mal,71,73
Saya ingin membeli mainan edukatif untuk anak-anak di supermarket. Harganya sekitar 100.000 rupiah setelah mendapatkan diskon sebesar 10%.,mainan ,19,25,100.000,84,90,diskon sebesar 10%,119,136,supermarket,54,64
Teman saya tertarik membeli baju Muslimah. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,baju,28,31,150.000,60,66,diskon sebesar 15%,105,122,shopee,78,83
Aku ingin membeli tas ransel dengan banyak kompartemen. Harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,tas,18,20,200.000,73,79,diskon sebesar 20%,115,132,mal,91,93
Saya mencari sepatu sneakers merk Converse. Harganya sekitar 600.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,sepatu,13,18,600.000,61,67,diskon sebesar 10%,109,126,tokopedia,79,87
Aku ingin membeli kamera saku untuk perjalanan. Harganya sekitar 1.000.000 rupiah di Shopee setelah mendapatkan diskon sebesar 5%.,kamera,18,23,1.000.000,65,73,diskon sebesar 5%,112,128,shopee,85,90
Saya sedang mencari alat tulis seperti pensil mekanik. Harganya sekitar 10.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,alat tulis,20,29,10.000,72,77,diskon sebesar 10%,121,138,supermarket,89,99
Teman saya ingin membeli baju anak-anak. Harganya sekitar 80.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,baju,25,28,80.000,58,63,diskon sebesar 15%,99,116,mal,75,77
Aku berencana membeli perhiasan seperti kalung. Harganya sekitar 300.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,kalung,40,45,300.000,65,71,diskon sebesar 20%,113,130,tokopedia,83,91
Aku berencana membeli perhiasan seperti cincin. Harganya sekitar 300.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 15%.,cincin,40,45,300.000,65,71,diskon sebesar 15%,113,130,tokopedia,83,91
Aku mencari sepatu casual yang nyaman. Harganya sekitar 400.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,sepatu,12,17,400.000,56,62,diskon sebesar 25%,98,115,,,
Saya ingin membeli pakaian bayi di supermarket. Harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 20%.,pakaian bayi,19,30,50.000,65,70,diskon sebesar 20%,99,116,supermarket,35,45
Teman saya tertarik membeli baju batik. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,baju,28,31,150.000,57,63,diskon sebesar 15%,102,119,shopee,75,80
Aku ingin membeli tas tangan untuk acara formal. Harganya sekitar 250.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,tas,18,20,250.000,66,72,diskon sebesar 10%,108,125,mal,44,46
Saya sedang mencari sepatu sandal yang nyaman untuk berjalan jauh. Harganya sekitar 150.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,sepatu,20,25,150.000,84,90,diskon sebesar 20%,132,149,tokopedia,102,110
Aku berencana membeli piring bayi. Harganya sekitar 100.000 rupiah di supermarket setelah mendapatkan diskon sebesar 25%.,piring bayi,22,32,100.000,52,58,diskon sebesar 25%,102,119,supermarket,70,80
Saya ingin alat tulis Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,alat tulis,11,20,300.000,39,45,diskon sebesar 10%,81,98,mal,57,59
Teman saya ingin membeli baju tidur yang hangat. Harganya sekitar 80.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,baju,25,28,80.000,66,71,diskon sebesar 15%,110,127,shopee,83,88
Aku mencari sepatu boots dengan desain unik. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,sepatu,12,17,500.000,62,68,diskon sebesar 10%,110,127,tokopedia,80,88
Saya ingin membeli pizza dengan harga 50 ribu,pizza,19,23,50 ribu,38,44,,,,,,
Teman saya tertarik membeli baju pesta. Harganya sekitar 150.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,baju,28,31,150.000,57,63,diskon sebesar 10%,99,116,mal,75,77
Aku ingin membeli sepatu sneakers merk Vans. Harganya sekitar 600.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,sepatu,18,23,600.000,62,68,diskon sebesar 15%,107,124,shopee,80,85
Saya sedang mencari bantal dan guling baru. Harganya sekitar 100.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,bantal,20,25,100.000 ,61,68,diskon sebesar 20%,109,126,tokopedia,79,87
Aku berencana membeli pakaian dalam untuk pria. Harganya sekitar 30.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,pakaian,22,28,30.000,65,70,diskon sebesar 10%,114,131,supermarket,82,92
Saya ingin membeli mainan anak-anak seperti puzzle. Harganya sekitar 50.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,mainan anak,19,29,50.000,69,74,diskon sebesar 25%,110,127,mal,86,88
Teman saya tertarik membeli baju formal. Harganya sekitar 200.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,baju,28,31,200.000,58,64,diskon sebesar 20%,103,120,shopee,76,81
Aku ingin membeli tas selempang yang praktis. Harganya sekitar 150.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 15%.,tas,18,20,150.000,63,69,diskon sebesar 15%,111,128,tokopedia,81,89
Saya sedang mencari sepatu sandal untuk musim panas. Harganya sekitar 80.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,sepatu,20,25,80.000,70,75,diskon sebesar 10%,119,136,supermarket,87,97
Teman saya ingin membeli baju anak-anak. Harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,baju anak,25,33,100.000,58,64,diskon sebesar 15%,100,117,mal,76,78
Aku berencana membeli jam tangan. Harganya sekitar 300.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,jam tangan,22,31,300.000,51,57,diskon sebesar 20%,96,113,shopee,69,74
Saya ingin membeli perlengkapan alat tulis seperti pensil dan penghapus. Harganya sekitar 20.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,alat tulis,32,41,20.000,90,95,diskon sebesar 10%,137,154,tokopedia,107,115
Aku mencari sepatu casual yang nyaman untuk sehari-hari. Harganya sekitar 400.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,sepatu,12,17,400.000,74,80,diskon sebesar 25%,116,133,mal,92,94
Aku ingin membeli baju kaos polos. Harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,baju,18,21,100.000,52,58,diskon sebesar 20%,94,111,mal,70,72
Saya sedang mencari koper ukuran besar. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,koper,20,24,500.000,57,63,diskon sebesar 10%,105,122,tokopedia,75,83
Teman saya ingin membeli sepatu boots. Harganya sekitar 400.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,sepatu,25,30,400.000,56,62,diskon sebesar 15%,101,118,shopee,74,79
Aku berencana membeli baju gamis untuk Lebaran. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,baju,22,25,300.000,65,71,diskon sebesar 25%,107,124,mal,83,85
Saya ingin membeli tas ransel dengan banyak kantong. Harganya sekitar 200.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 30%.,tas,19,21,200.000,70,76,diskon sebesar 30%,118,135,tokopedia,88,96
Aku mencari sepatu sneakers merk Adidas. Harganya sekitar 800.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,sepatu,12,17,800.000,58,64,diskon sebesar 10%,100,117,mal,76,78
Saya ingin membeli mainan anak-anak di supermarket. Harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 15%.,mainan anak,19,29,50.000,69,74,diskon sebesar 15%,103,120,supermarket,39,49
Teman saya tertarik membeli baju renang. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,baju,28,31,150.000,58,64,diskon sebesar 20%,103,120,shopee,76,81
Aku ingin membeli perlengkapan olahraga seperti matras yoga. Harganya sekitar 250.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,matras ,48,54,250.000,78,84,diskon sebesar 10%,126,143,tokopedia,96,104
Aku ingin membeli kartu remi Bicycle. Harganya sekitar 20.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,kartu,18,22,20.000,55,60,diskon,102,107,tokopedia,72,80
Saya mencari board game Catur. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,Catur,24,28,300.000,48,54,diskon 15%,77,86,mal,66,68
Teman saya ingin membeli action figure Iron Man. Harganya sekitar 500.000 rupiah di Shopee setelah mendapatkan diskon 20%.,figure,32,37,500.000,66,72,diskon 20%,111,120,shopee,84,89
Aku tertarik membeli monitor LED 24 inci. Harganya sekitar 1.500.000 rupiah di supermarket dengan diskon 5%.,monitor,21,27,1.500.000,59,67,diskon 5%,98,106,supermarket,79,89
Saya berencana membeli kipas angin meja. Harganya sekitar 100.000 rupiah di Tokopedia setelah mendapatkan diskon 15%.,kipas,23,27,100.000,58,64,diskon 15%,106,115,tokopedia,76,84
Aku ingin membeli kabel USB tipe C. Harganya sekitar 50.000 rupiah di mal dengan diskon 10%.,kabel,18,22,50.000,53,58,diskon 10%,81,90,mal,70,72
Teman saya mencari lemari pakaian dua pintu. Harganya sekitar 1.000.000 rupiah di Shopee setelah mendapatkan diskon 15%.,lemari,19,24,1.000.000,62,70,diskon 15%,109,118,shopee,82,87
Saya sedang mencari webcam HD. Harganya sekitar 300.000 rupiah di supermarket dengan diskon 10%.,webcam,20,25,300.000,48,54,diskon 10%,85,94,supermarket,66,76
Aku ingin membeli topi baseball. Harganya sekitar 50.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,topi,18,21,50.000,50,55,diskon 10%,97,106,tokopedia,67,75
Saya tertarik membeli piala bergilir. Harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,piala,22,26,200.000,55,61,diskon 20%,84,93,mal,73,75
Aku ingin membeli kaos kaki sport. Harganya sekitar 30.000 rupiah di Shopee setelah mendapatkan diskon 10%.,kaos kaki,18,26,30.000,52,57,diskon 10%,96,105,shopee,69,74
Saya mencari kacamata renang anti-kabut. Harganya sekitar 80.000 rupiah di supermarket dengan diskon 15%.,kacamata,13,20,80.000,58,63,diskon 15%,94,103,supermarket,75,85
Teman saya ingin membeli suplemen whey protein. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,suplemen,25,32,500.000,65,71,diskon 10%,113,122,tokopedia,83,91
Aku tertarik membeli kaca cermin besar. Harganya sekitar 1.000.000 rupiah di mal dengan diskon 10%.,kaca,21,24,1.000.000,57,65,diskon 10%,88,97,mal,77,79
Aku ingin membeli keripik kentang rasa barbeque. Harganya sekitar 20.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,keripik,18,24,20.000,66,71,diskon 10%,113,122,tokopedia,83,91
Saya mencari kursi kantor ergonomis. Harganya sekitar 1.000.000 rupiah di mal dengan diskon 15%.,kursi kantor ergonomis,13,34,1.000.000,54,62,diskon 15%,85,94,mal,74,76
Teman saya ingin membeli bluetooth earphone merek JBL. Harganya sekitar 500.000 rupiah di Shopee setelah mendapatkan diskon 20%.,bluetooth earphone,25,42,500.000,72,78,diskon 20%,117,126,shopee,90,95
Aku tertarik membeli antigores smartphone. Harganya sekitar 50.000 rupiah di supermarket dengan diskon 5%.,antigores,21,29,50.000,60,65,diskon 5%,96,104,supermarket,77,87
Saya berencana membeli sepeda gunung merk Polygon. Harganya sekitar 3.000.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,sepeda gunung,23,35,3.000.000,68,76,diskon 10%,118,127,tokopedia,88,96
Aku ingin membeli toples kaca untuk menyimpan makanan. Harganya sekitar 100.000 rupiah di mal dengan diskon 10%.,toples,18,23,100.000,72,78,diskon 10%,101,110,mal,90,92
Saya sedang mencari smartwatch Xiaomi Mi Band 5. Harganya sekitar 300.000 rupiah di Shopee dengan diskon 15%.,smartwatch,20,29,300.000,66,72,diskon 15%,98,107,shopee,84,89
Teman saya ingin membeli set peralatan tukang rumah 10 in 1. Harganya sekitar 200.000 rupiah di supermarket setelah mendapatkan diskon 10%.,peralatan tukang,29,44,200.000,78,84,diskon 10%,128,137,supermarket,96,106
Aku tertarik membeli alat laminating untuk kantor. Harganya sekitar 500.000 rupiah di Tokopedia dengan diskon 20%.,laminating,26,35,500.000,68,74,diskon 20%,103,112,tokopedia,86,94
Saya berencana membeli mesin jahit portable. Harganya sekitar 1.500.000 rupiah di mal setelah mendapatkan diskon 15%.,mesin jahit,23,33,1.500.000,62,70,diskon 15%,106,115,mal,82,84
Aku ingin membeli kerupuk udang. Harganya sekitar 15.000 rupiah di Shopee dengan diskon 10%.,kerupuk udang,18,30,15.000,50,55,diskon 10%,81,90,shopee,67,72
Saya mencari kursi kantor dengan sandaran punggung yang bisa diatur. Harganya sekitar 800.000 rupiah di supermarket setelah mendapatkan diskon 15%.,kursi kantor,13,24,800.000,86,92,diskon 15%,136,145,supermarket,104,114
Teman saya ingin membeli bluetooth earphone merek Sony. Harganya sekitar 700.000 rupiah di Tokopedia dengan diskon 20%.,bluetooth earphone,25,42,700.000,73,79,diskon 20%,108,117,tokopedia,91,99
Aku tertarik membeli antigores layar laptop. Harganya sekitar 30.000 rupiah di mal dengan diskon 10%.,antigores,21,29,30.000,62,67,diskon 10%,90,99,mal,79,81
Saya berencana membeli sepeda lipat merk United. Harganya sekitar 2.000.000 rupiah di Shopee setelah mendapatkan diskon 15%.,sepeda lipat,23,34,2.000.000,66,74,diskon 15%,113,122,shopee,86,91
Aku ingin membeli toples plastik untuk menyimpan bumbu dapur. Harganya sekitar 50.000 rupiah di supermarket dengan diskon 10%.,toples plastik,18,31,50.000,79,84,diskon 10%,115,124,supermarket,96,106
Saya berencana membeli rokok Marlboro. Harganya sekitar 30.000 rupiah di mal setelah mendapatkan diskon 10%.,rokok,23,27,30.000,56,61,diskon 10%,97,106,mal,73,75
Aku tertarik membeli sistem CCTV merek Hikvision. Harganya sekitar 2.000.000 rupiah di Tokopedia dengan diskon 15%.,cctv,28,31,2.000.000,67,75,diskon 15%,104,113,tokopedia,87,95
